age,job,marital,education,balance,housing,loan,month,duration,campaign,pdays,previous,poutcome,deposit
33,2,1,1,135,1,0,0,114,1,345,2,0,0
29,1,1,1,5903,1,0,8,194,1,-1,0,3,0
41,10,0,1,271,1,0,6,196,2,-1,0,3,0
53,5,1,1,303,1,0,8,593,2,-1,0,3,0
41,2,2,0,7264,0,1,5,125,3,-1,0,3,0
42,10,1,2,0,0,0,10,113,1,-1,0,3,0
52,0,1,0,204,0,0,1,123,2,-1,0,3,0
42,7,0,1,444,0,0,9,171,1,-1,0,3,0
33,7,2,1,-27,1,0,8,165,1,-1,0,3,0
44,1,2,0,287,0,0,4,301,1,-1,0,3,0
53,4,1,2,800,0,0,9,90,1,-1,0,3,0
35,9,2,1,4645,1,0,4,502,3,270,40,1,0
47,2,1,3,1481,1,0,8,64,2,364,3,0,0
59,0,1,1,1575,1,0,8,301,3,263,11,2,0
31,4,2,2,5691,1,0,9,37,2,123,1,0,0
40,4,1,2,294,1,0,5,97,5,-1,0,3,0
55,4,1,2,154,0,0,8,70,2,367,3,0,0
41,6,2,2,3950,1,0,8,96,2,-1,0,3,0
46,1,1,1,624,1,0,0,201,1,-1,0,3,0
35,7,0,1,-504,0,0,5,228,1,-1,0,3,0
46,9,0,1,111,1,0,9,178,3,183,2,1,0
31,1,1,1,1131,1,1,0,126,1,148,6,0,0
49,4,1,2,322,0,0,1,72,4,-1,0,3,0
37,9,1,1,0,1,0,0,657,4,149,1,1,0
41,9,2,2,-89,1,0,3,195,4,251,4,0,0
42,1,1,1,3,1,0,8,34,1,-1,0,3,0
34,9,2,1,1313,0,0,0,237,4,-1,0,3,0
55,9,1,1,462,0,0,1,116,2,-1,0,3,0
49,10,1,0,11,1,0,5,166,8,-1,0,3,0
59,9,1,0,3163,1,0,8,240,2,-1,0,3,0
26,9,2,1,2,1,1,8,461,1,-1,0,3,0
43,6,1,2,3157,0,0,0,381,2,330,17,1,0
35,4,2,2,4348,1,0,0,1074,3,217,8,0,0
43,4,1,2,-391,1,0,5,193,8,-1,0,3,0
51,1,1,2,7816,1,0,8,76,2,-1,0,3,0
29,9,2,1,5763,0,1,6,271,2,92,2,2,0
42,6,1,1,240,1,0,3,183,1,189,16,1,0
73,5,1,0,508,0,0,6,154,4,97,1,2,0
39,7,1,1,2,1,0,5,174,10,-1,0,3,0
39,4,1,2,1654,0,1,9,151,1,-1,0,3,0
44,2,1,1,860,1,1,8,96,2,295,5,0,0
30,0,2,1,154,1,0,9,24,2,-1,0,3,0
32,0,1,2,281,1,0,8,226,1,-1,0,3,0
57,5,1,1,427,0,0,4,246,1,-1,0,3,0
55,1,1,1,467,0,0,1,129,5,-1,0,3,0
24,6,2,2,91,1,0,8,134,2,-1,0,3,0
41,7,1,1,1319,1,0,8,305,1,-1,0,3,0
39,0,1,2,259,1,0,8,27,1,-1,0,3,0
52,6,1,1,-488,1,0,8,322,1,-1,0,3,0
28,7,2,1,60,0,1,4,248,1,-1,0,3,0
56,4,1,0,405,0,0,5,251,2,-1,0,3,0
33,9,1,1,177,1,1,8,22,8,-1,0,3,0
41,4,1,2,-412,1,0,4,85,1,195,5,1,0
32,4,1,2,282,0,0,1,92,2,-1,0,3,0
50,3,1,2,6181,0,0,6,1162,2,-1,0,3,0
28,7,2,1,373,1,0,8,115,2,-1,0,3,0
36,4,1,2,-92,0,1,9,196,3,-1,0,3,0
36,1,1,0,49,1,0,8,232,2,365,5,1,0
53,3,1,0,0,0,0,6,51,8,-1,0,3,0
40,0,1,1,-283,0,0,6,253,2,-1,0,3,0
34,9,2,1,1313,0,0,1,176,1,21,6,0,0
35,0,2,1,2452,1,0,6,91,2,-1,0,3,0
55,9,1,1,517,1,1,8,61,4,-1,0,3,0
49,4,1,2,350,0,0,1,238,6,-1,0,3,0
57,5,1,0,1623,1,1,5,246,1,-1,0,3,0
44,1,2,1,-435,1,0,8,141,2,-1,0,3,0
57,5,1,0,333,0,0,1,336,2,-1,0,3,0
36,4,1,2,3770,1,0,5,150,4,-1,0,3,0
53,7,0,0,778,1,0,0,221,2,-1,0,3,0
25,0,2,1,483,0,1,0,68,1,86,1,2,0
26,10,2,2,2170,0,0,3,317,1,-1,0,3,0
33,4,2,2,541,1,1,8,572,1,-1,0,3,0
33,0,1,2,205,0,0,5,156,2,-1,0,3,0
29,9,2,2,2269,1,0,0,53,1,346,1,0,0
34,0,0,1,0,1,0,8,153,1,-1,0,3,0
46,7,0,3,973,0,0,3,297,1,-1,0,3,0
25,0,1,1,894,1,0,8,328,1,-1,0,3,0
57,5,1,0,-12,0,1,1,80,8,-1,0,3,0
50,4,1,2,0,0,0,4,199,1,205,1,0,0
48,1,1,0,5154,1,0,8,70,1,-1,0,3,0
32,0,2,1,-32,0,0,4,320,1,185,5,1,0
45,1,2,0,999,0,0,4,182,2,-1,0,3,0
32,7,1,1,24,1,1,8,185,1,-1,0,3,0
34,4,1,2,0,1,0,8,150,1,-1,0,3,0
56,1,1,1,771,1,1,6,254,1,-1,0,3,0
49,4,2,2,1350,1,1,8,716,1,-1,0,3,0
54,0,1,2,19,0,0,1,131,2,-1,0,3,0
44,4,2,2,709,1,0,9,54,1,-1,0,3,0
35,1,2,0,2040,0,0,9,258,1,157,4,0,0
31,4,1,2,303,1,0,8,143,1,-1,0,3,0
34,4,1,1,-311,1,0,8,305,2,-1,0,3,0
38,4,2,2,690,1,0,8,34,1,-1,0,3,0
56,4,1,2,2551,1,0,9,150,2,-1,0,3,0
49,9,1,1,-142,1,1,5,73,4,-1,0,3,0
44,1,1,1,-448,1,0,6,149,2,-1,0,3,0
33,0,1,2,99,1,1,9,55,2,-1,0,3,0
33,9,2,1,18,0,0,1,93,2,-1,0,3,0
29,7,2,1,37,0,1,5,309,2,-1,0,3,0
34,1,1,0,3868,1,0,8,134,1,350,1,0,0
57,1,0,0,5041,1,0,0,284,1,336,1,0,0
34,0,1,1,260,0,0,4,50,1,-1,0,3,0
55,1,1,1,67,0,0,5,267,2,-1,0,3,0
47,9,0,1,157,1,0,1,163,8,-1,0,3,0
48,1,1,1,1513,0,1,5,1171,1,-1,0,3,0
36,9,2,1,1044,1,0,1,15,19,-1,0,3,0
34,1,1,1,113,1,0,8,16,2,-1,0,3,0
43,1,1,3,245,1,0,0,829,1,-1,0,3,0
55,4,1,2,505,1,0,0,58,1,316,1,1,0
58,0,1,1,92,1,0,8,180,1,-1,0,3,0
62,6,1,2,3685,0,0,3,181,3,-1,0,3,0
32,4,1,2,1636,1,0,9,124,1,-1,0,3,0
35,4,1,2,0,1,0,8,310,1,-1,0,3,0
33,4,2,2,349,0,0,1,182,1,-1,0,3,0
54,9,1,0,3067,1,0,5,222,3,-1,0,3,0
41,1,1,1,338,1,0,8,87,1,-1,0,3,0
58,5,1,0,282,1,0,5,40,4,-1,0,3,0
34,4,2,2,1190,0,0,3,18,7,-1,0,3,0
58,1,1,0,73,0,0,6,116,1,-1,0,3,0
30,9,1,1,384,0,0,1,73,3,-1,0,3,0
40,1,1,0,-388,1,0,8,195,3,340,1,0,0
35,4,1,2,354,0,1,3,117,4,12,2,1,0
37,0,2,1,192,1,0,8,105,2,-1,0,3,0
32,1,2,1,70,1,0,8,118,6,-1,0,3,0
33,7,1,1,22,1,0,8,71,1,-1,0,3,0
48,9,1,1,335,0,0,6,214,3,-1,0,3,0
46,1,0,0,2775,0,1,5,188,1,-1,0,3,0
35,4,2,2,592,0,1,8,192,1,-1,0,3,0
32,4,2,2,1271,1,0,8,51,1,-1,0,3,0
30,6,2,2,48,0,0,8,144,2,187,1,0,0
46,9,1,2,0,0,0,6,159,1,-1,0,3,0
27,8,2,2,4869,1,0,8,258,2,343,4,1,0
40,1,1,1,737,1,0,8,135,2,-1,0,3,0
60,2,1,0,83,1,0,5,302,2,-1,0,3,0
28,0,2,2,1104,1,0,5,73,7,-1,0,3,0
27,0,2,3,5,1,0,5,225,2,-1,0,3,0
31,1,2,1,23,0,0,9,116,1,-1,0,3,0
28,1,1,1,1137,0,0,3,129,4,211,3,1,0
27,1,2,1,181,0,0,8,147,1,-1,0,3,0
36,10,0,1,8267,0,0,6,321,2,-1,0,3,0
41,9,1,1,871,1,0,8,145,1,-1,0,3,0
30,7,2,1,1824,1,0,5,153,2,-1,0,3,0
52,4,2,2,4,0,1,5,30,9,-1,0,3,0
35,0,1,1,421,1,0,9,350,1,-1,0,3,0
37,3,2,2,561,0,0,9,188,1,165,2,0,0
37,7,1,1,1498,1,0,0,107,1,-1,0,3,0
48,4,0,2,657,0,1,4,251,2,-1,0,3,0
38,10,1,1,0,0,0,5,168,2,-1,0,3,0
44,9,0,2,9192,1,0,6,59,3,-1,0,3,0
43,9,1,1,7876,1,0,1,209,2,-1,0,3,0
35,1,2,1,0,1,0,3,226,3,280,1,1,0
40,9,1,1,192,0,0,1,266,2,-1,0,3,0
42,1,1,0,803,1,0,8,171,2,-1,0,3,0
51,1,1,0,1694,0,0,1,186,2,-1,0,3,0
46,4,1,1,5559,0,0,6,483,1,-1,0,3,0
40,1,0,0,737,1,1,8,102,1,-1,0,3,0
51,3,1,3,174,0,0,5,308,3,-1,0,3,0
24,6,2,2,931,1,0,8,200,4,-1,0,3,0
31,9,1,2,95,0,0,9,48,6,-1,0,3,0
41,2,1,0,0,0,0,6,630,2,-1,0,3,0
34,9,2,1,4367,0,0,1,121,2,-1,0,3,0
31,1,1,0,68,1,0,8,226,1,-1,0,3,0
31,4,2,2,1308,0,0,1,323,3,-1,0,3,0
52,5,0,0,353,0,0,5,395,4,-1,0,3,0
38,1,1,1,-40,1,0,8,227,1,-1,0,3,0
31,1,1,1,0,1,0,8,133,1,-1,0,3,0
34,0,1,1,-312,1,0,8,232,1,-1,0,3,0
22,8,2,3,549,0,0,11,154,1,-1,0,3,0
60,7,1,1,8837,1,0,8,144,4,-1,0,3,0
28,1,1,1,1020,1,0,8,251,1,-1,0,3,0
31,0,1,1,3540,1,0,9,441,1,-1,0,3,0
32,4,1,2,663,0,1,5,62,3,-1,0,3,0
77,5,1,0,2590,0,0,3,112,5,94,15,2,0
70,5,1,0,4982,0,0,8,794,2,-1,0,3,0
29,7,1,2,6,1,0,8,143,2,-1,0,3,0
34,4,1,2,118,0,1,5,171,3,-1,0,3,0
38,1,0,0,-258,1,0,8,134,2,370,4,1,0
45,1,1,1,-221,1,1,6,170,1,-1,0,3,0
40,4,1,1,2596,0,0,6,236,1,-1,0,3,0
34,1,1,1,467,1,0,8,195,2,357,2,0,0
30,9,0,1,3100,1,0,9,125,1,183,4,0,0
56,4,0,2,722,0,0,3,134,3,94,2,0,0
50,9,1,1,797,1,0,8,354,1,-1,0,3,0
53,9,1,2,476,1,0,4,160,1,-1,0,3,0
48,11,1,3,558,0,0,1,433,6,-1,0,3,0
53,2,1,1,162,1,0,8,270,2,-1,0,3,0
27,9,2,1,1842,1,1,8,687,2,300,1,0,0
46,1,1,1,2348,0,0,9,182,1,-1,0,3,0
54,5,1,0,11,1,1,1,48,10,-1,0,3,0
36,1,1,1,2103,0,1,6,71,1,-1,0,3,0
31,9,2,2,967,0,0,9,210,3,-1,0,3,0
58,9,1,1,116,0,0,6,580,3,-1,0,3,0
48,7,0,0,2805,0,1,5,212,2,-1,0,3,0
29,7,1,1,1386,1,0,8,166,1,-1,0,3,0
57,4,0,3,0,0,0,7,102,1,-1,0,3,0
37,0,1,1,0,1,0,5,185,1,-1,0,3,0
53,4,1,1,90,1,0,0,67,5,-1,0,3,0
58,4,1,1,37,0,0,1,84,11,-1,0,3,0
33,0,1,1,7,1,0,0,612,1,148,1,0,0
38,4,1,2,676,0,0,8,59,3,-1,0,3,0
28,1,2,1,3817,1,0,8,528,3,-1,0,3,0
28,0,2,1,144,0,1,5,136,1,-1,0,3,0
37,4,2,2,230,1,1,3,120,2,272,1,0,0
27,4,2,2,0,1,0,8,352,1,-1,0,3,0
36,9,1,2,1109,0,0,1,328,2,-1,0,3,0
53,7,1,1,2925,1,0,8,1392,4,-1,0,3,0
26,7,2,1,397,0,0,4,268,1,-1,0,3,0
59,10,2,1,865,0,0,3,1086,1,-1,0,3,0
31,9,2,1,816,0,0,6,100,2,-1,0,3,0
59,4,1,0,396,1,0,6,72,3,-1,0,3,0
40,1,0,1,0,1,0,8,121,2,-1,0,3,0
27,9,1,1,241,0,1,3,889,1,-1,0,3,0
32,7,1,1,243,1,1,8,144,1,-1,0,3,0
42,2,1,2,233,0,0,3,446,1,-1,0,3,0
43,7,1,1,43,1,0,8,199,1,-1,0,3,0
53,6,1,2,290,0,1,5,303,3,-1,0,3,0
30,7,2,1,101,1,0,9,85,2,-1,0,3,0
53,0,0,1,1151,1,0,8,412,1,-1,0,3,0
53,9,0,1,45,0,0,8,171,6,-1,0,3,0
57,4,1,2,1410,1,0,5,185,1,-1,0,3,0
33,9,1,1,1234,0,0,9,61,1,-1,0,3,0
38,9,1,1,2767,1,0,9,711,2,-1,0,3,0
33,8,2,3,5969,0,0,0,110,1,83,7,0,0
42,4,0,1,-272,0,0,5,186,1,-1,0,3,0
32,1,2,1,1036,1,1,8,62,2,-1,0,3,0
42,9,1,1,9324,0,0,1,67,4,-1,0,3,0
41,9,1,1,1043,1,1,8,225,1,-1,0,3,0
35,9,1,2,1473,1,0,8,84,3,-1,0,3,0
48,2,1,1,183,1,0,6,203,9,-1,0,3,0
24,4,2,1,86,0,0,6,1075,2,-1,0,3,0
59,1,1,1,0,1,0,8,217,4,-1,0,3,0
45,1,1,0,2388,0,0,1,317,2,-1,0,3,0
39,0,0,1,160,1,0,1,156,1,-1,0,3,0
46,4,1,2,385,1,0,8,52,4,-1,0,3,0
38,2,1,2,4,1,0,5,158,1,-1,0,3,0
30,4,2,2,119,0,0,4,430,1,-1,0,3,0
52,9,1,2,0,0,1,1,409,1,-1,0,3,0
42,4,0,2,742,1,0,8,58,3,-1,0,3,0
46,6,0,1,0,0,0,1,6,1,-1,0,3,0
33,4,2,2,1724,0,0,3,252,6,-1,0,3,0
52,5,1,1,0,0,0,1,351,5,-1,0,3,0
49,6,1,2,503,1,0,3,310,4,200,1,0,0
59,4,2,2,68,1,0,8,176,2,-1,0,3,0
58,4,0,0,5914,0,0,6,69,4,-1,0,3,0
26,9,2,2,192,1,0,8,477,1,-1,0,3,0
41,4,1,2,15,0,0,6,13,5,-1,0,3,0
41,1,1,1,2157,1,0,8,154,2,-1,0,3,0
39,9,1,1,3494,1,0,9,139,1,92,4,0,0
27,3,1,0,275,1,0,8,196,2,-1,0,3,0
47,6,1,1,318,0,0,9,83,1,-1,0,3,0
52,5,1,2,350,0,1,5,156,1,-1,0,3,0
37,9,1,1,588,1,0,1,65,4,-1,0,3,0
38,1,1,1,2008,1,0,9,354,1,-1,0,3,0
42,9,2,2,35,1,1,9,38,1,115,5,1,0
41,9,1,1,2152,0,0,11,134,1,121,1,1,0
46,2,1,1,122,0,0,3,1047,2,1,7,0,0
40,7,0,1,160,0,0,5,123,3,-1,0,3,0
41,8,2,1,1934,1,0,9,162,2,-1,0,3,0
60,5,1,2,0,1,0,8,34,4,-1,0,3,0
59,5,1,3,613,0,0,1,75,2,-1,0,3,0
59,5,1,0,574,0,0,1,197,6,-1,0,3,0
28,1,2,0,0,1,1,6,380,4,-1,0,3,0
45,0,2,1,341,1,1,8,77,2,-1,0,3,0
31,1,0,0,158,1,0,8,157,1,-1,0,3,0
31,10,2,2,1489,1,0,3,678,1,-1,0,3,0
46,11,1,3,2911,0,0,5,41,9,-1,0,3,0
51,6,1,1,1178,0,0,1,530,2,-1,0,3,0
37,0,1,1,96,0,0,3,102,1,182,3,2,0
40,7,1,1,4157,1,0,8,735,1,-1,0,3,0
31,1,2,1,-575,1,0,6,153,9,-1,0,3,0
38,1,1,0,3419,1,0,6,324,5,-1,0,3,0
39,9,2,1,1104,0,0,9,333,2,105,2,2,0
29,7,1,1,57,1,0,5,342,9,-1,0,3,0
65,5,1,0,343,0,0,3,159,2,-1,0,3,0
26,0,2,1,-326,1,0,8,128,3,-1,0,3,0
44,0,1,1,0,0,0,5,209,1,-1,0,3,0
27,4,2,2,3104,1,0,8,160,2,-1,0,3,0
35,4,1,2,648,0,0,5,674,2,-1,0,3,0
36,0,2,1,10041,1,0,9,91,2,184,1,1,0
36,4,2,2,-508,1,0,0,832,2,-1,0,3,0
24,1,2,1,327,1,0,8,333,2,-1,0,3,0
33,4,2,2,1150,1,0,8,109,2,-1,0,3,0
53,4,2,2,1074,1,0,8,523,2,-1,0,3,0
45,7,1,1,27,1,1,5,43,2,-1,0,3,0
37,9,1,1,3720,1,0,4,561,1,-1,0,3,0
60,1,0,0,92,1,0,6,70,3,-1,0,3,0
30,4,2,2,7845,1,0,6,59,1,-1,0,3,0
37,1,1,0,157,1,0,8,833,8,-1,0,3,0
34,10,1,1,428,1,0,0,221,2,267,3,1,0
28,1,1,1,0,1,0,8,6,4,-1,0,3,0
44,9,2,1,54,0,1,1,199,2,-1,0,3,0
34,4,1,2,13,1,0,5,47,1,-1,0,3,0
70,5,1,0,3230,0,0,9,112,1,-1,0,3,0
38,4,2,2,1637,0,1,1,231,1,-1,0,3,0
32,0,2,1,6981,1,0,6,154,1,194,3,0,0
39,2,1,2,1,1,1,8,102,1,-1,0,3,0
38,9,0,1,631,1,0,1,343,2,-1,0,3,0
36,3,0,2,7296,1,0,1,108,6,-1,0,3,0
32,1,2,2,3014,1,0,8,291,2,-1,0,3,0
34,9,2,1,920,1,0,10,250,1,342,5,0,0
49,4,1,2,735,1,0,8,50,3,-1,0,3,0
45,4,1,2,1300,0,0,5,135,3,-1,0,3,0
24,0,1,1,541,1,0,6,622,4,-1,0,3,0
47,4,1,2,0,0,0,1,213,2,-1,0,3,0
36,4,1,2,1257,0,0,3,108,9,101,1,1,0
25,7,1,1,4522,1,0,8,177,4,-1,0,3,0
30,0,2,1,585,0,1,3,7,6,-1,0,3,0
29,10,2,2,150,1,0,8,165,1,-1,0,3,0
27,7,1,1,202,1,0,5,212,2,-1,0,3,0
57,0,1,1,2137,0,0,5,132,7,-1,0,3,0
38,6,0,1,2674,1,0,6,163,2,-1,0,3,0
43,1,1,1,625,1,0,11,175,1,-1,0,3,0
35,4,2,1,73,1,0,8,79,2,-1,0,3,0
38,4,1,2,2656,0,0,5,230,2,-1,0,3,0
71,5,1,1,3,0,0,1,1175,3,189,1,1,0
36,1,1,1,0,0,0,5,794,1,-1,0,3,0
40,1,1,1,95,0,1,6,61,4,-1,0,3,0
50,1,1,0,106,0,0,1,460,2,-1,0,3,0
31,4,1,2,477,1,0,9,77,5,-1,0,3,0
33,7,0,1,1529,1,0,9,41,1,-1,0,3,0
57,9,1,1,28,1,0,8,163,1,358,1,0,0
32,7,2,2,1743,1,0,0,1156,1,261,3,1,0
52,1,1,0,924,0,0,1,93,4,-1,0,3,0
30,0,2,1,457,0,0,0,90,2,-1,0,3,0
40,0,1,1,0,1,0,3,561,1,201,1,0,0
50,0,1,1,736,1,0,8,74,1,-1,0,3,0
32,4,1,2,0,0,0,1,183,2,-1,0,3,0
36,0,2,1,787,0,0,6,92,1,-1,0,3,0
60,0,1,1,-396,1,0,8,443,1,350,1,0,0
48,7,1,1,1573,0,0,1,165,1,-1,0,3,0
72,5,1,0,0,0,0,2,215,2,-1,0,3,0
46,1,1,1,524,1,0,8,15,7,-1,0,3,0
45,1,1,0,1558,1,0,8,179,1,-1,0,3,0
50,0,1,1,159,1,0,8,216,2,-1,0,3,0
29,4,1,2,53,1,0,5,27,17,-1,0,3,0
40,4,2,3,838,1,0,8,619,3,-1,0,3,0
49,9,1,1,3144,0,0,5,349,2,-1,0,3,0
42,7,1,1,737,1,0,8,762,2,-1,0,3,0
43,9,1,1,4056,0,0,8,13,6,89,2,0,0
36,0,1,1,162,1,1,0,340,2,-1,0,3,0
37,9,1,0,0,1,0,8,76,4,-1,0,3,0
59,5,0,0,217,1,0,8,574,3,-1,0,3,0
75,5,1,0,3324,0,0,3,149,1,-1,0,3,0
53,4,1,1,2895,1,0,8,74,1,-1,0,3,0
53,4,1,2,0,1,0,5,85,3,-1,0,3,0
57,5,1,2,11254,0,0,5,229,2,-1,0,3,0
30,9,1,1,-280,1,0,0,609,2,266,2,0,0
44,7,1,1,808,1,0,6,67,2,-1,0,3,0
51,1,1,0,0,0,0,6,166,2,-1,0,3,0
30,1,1,1,246,1,0,9,166,2,113,5,0,0
42,1,1,1,-972,1,0,8,146,1,-1,0,3,0
48,1,1,1,750,0,0,3,85,2,8,2,1,0
40,10,1,2,2430,0,0,1,87,2,-1,0,3,0
36,9,1,1,-179,1,0,5,144,1,-1,0,3,0
40,0,1,1,1412,0,0,5,48,3,-1,0,3,0
47,3,1,1,-1531,1,0,5,156,8,-1,0,3,0
39,4,1,2,51,0,0,1,140,2,-1,0,3,0
41,7,1,3,88,1,0,8,105,1,336,2,0,0
42,3,1,0,-209,0,1,1,90,2,-1,0,3,0
50,3,2,1,799,0,0,4,63,1,-1,0,3,0
58,5,1,2,4048,0,1,5,270,5,-1,0,3,0
70,5,1,1,1310,0,0,10,634,1,-1,0,3,0
29,4,2,2,573,1,1,6,190,4,-1,0,3,0
56,4,1,2,6798,1,0,9,250,1,-1,0,3,0
32,6,1,2,1214,0,0,1,104,2,-1,0,3,0
39,9,2,3,75,0,0,6,26,1,-1,0,3,0
33,4,0,2,387,0,0,3,17,5,-1,0,3,0
47,9,1,1,2246,1,0,5,330,1,-1,0,3,0
39,1,0,0,3,0,1,5,625,1,-1,0,3,0
34,9,1,1,883,0,0,1,163,3,-1,0,3,0
36,1,1,0,1503,0,0,9,138,1,-1,0,3,0
40,1,1,0,-322,1,1,8,144,1,-1,0,3,0
34,9,1,0,1301,0,0,3,56,1,-1,0,3,0
54,1,1,0,950,1,0,8,285,2,-1,0,3,0
36,4,1,2,2326,1,0,9,7,5,-1,0,3,0
34,1,1,0,-78,1,0,8,198,1,-1,0,3,0
50,0,0,1,2405,1,0,8,114,1,287,8,0,0
48,9,0,2,113,0,1,5,38,1,-1,0,3,0
35,7,1,2,4564,0,0,1,45,6,-1,0,3,0
33,7,1,1,387,1,0,0,327,2,138,2,0,0
42,9,1,1,1865,1,0,8,164,1,-1,0,3,0
31,9,2,1,4105,0,0,0,264,1,-1,0,3,0
54,1,1,0,258,0,0,8,86,1,88,1,0,0
55,4,1,0,19,1,0,8,56,3,-1,0,3,0
30,4,2,2,3773,1,0,3,75,4,258,1,0,0
30,7,1,1,1808,1,0,8,83,2,-1,0,3,0
59,4,0,2,1304,0,0,6,220,1,-1,0,3,0
50,0,2,1,3702,0,0,10,109,5,-1,0,3,0
59,5,1,1,163,0,0,5,464,1,-1,0,3,0
27,7,2,1,-151,0,0,5,283,2,-1,0,3,0
25,4,2,2,1602,1,0,8,154,1,-1,0,3,0
37,0,1,1,1314,1,0,8,74,1,14,9,0,0
36,9,1,1,84,1,0,8,67,1,-1,0,3,0
56,5,1,0,1906,0,1,6,45,9,-1,0,3,0
52,4,1,2,291,0,0,1,150,3,-1,0,3,0
36,7,0,1,223,1,1,8,80,1,-1,0,3,0
30,9,1,1,207,1,0,8,72,2,-1,0,3,0
31,4,2,2,518,1,0,8,399,1,-1,0,3,0
55,5,1,1,241,1,0,6,14,6,-1,0,3,0
28,0,2,1,-126,0,1,5,360,4,-1,0,3,0
44,4,2,1,421,0,1,1,307,1,-1,0,3,0
28,1,2,1,38,1,0,8,31,1,-1,0,3,0
25,9,2,2,800,1,0,8,151,4,-1,0,3,0
39,0,0,1,32,0,1,6,8,10,-1,0,3,0
32,4,1,1,1477,1,0,9,111,1,-1,0,3,0
42,1,1,1,160,1,1,6,190,1,-1,0,3,0
31,1,2,1,4415,1,0,6,329,1,-1,0,3,0
38,9,0,1,-397,1,1,5,91,9,-1,0,3,0
30,0,1,1,590,0,0,1,443,3,-1,0,3,0
50,9,1,1,778,0,0,5,16,1,-1,0,3,0
50,4,1,2,19,0,1,5,205,1,-1,0,3,0
47,10,1,1,0,0,0,9,81,2,-1,0,3,0
29,1,1,1,-28,1,0,8,393,1,-1,0,3,0
34,2,1,1,3119,1,0,8,250,4,-1,0,3,0
54,4,1,2,122,1,0,5,126,3,-1,0,3,0
43,0,1,1,0,0,0,6,804,12,-1,0,3,0
47,1,1,0,4157,0,0,6,90,3,-1,0,3,0
55,5,1,1,102,1,0,8,74,1,-1,0,3,0
35,7,1,1,437,1,0,8,240,1,-1,0,3,0
32,1,1,1,1,1,0,9,77,3,-1,0,3,0
49,1,1,0,-354,0,1,5,455,1,-1,0,3,0
39,4,2,2,1234,0,0,5,64,4,-1,0,3,0
32,9,1,1,901,1,0,8,102,3,-1,0,3,0
49,1,1,0,247,0,1,5,283,1,-1,0,3,0
32,1,2,0,180,1,0,8,804,1,-1,0,3,0
47,4,1,2,274,0,1,3,313,2,-1,0,3,0
42,1,2,0,92,0,0,5,86,2,-1,0,3,0
52,0,1,0,813,0,1,1,113,2,-1,0,3,0
31,9,2,1,1170,1,0,6,120,2,-1,0,3,0
52,1,0,0,-183,1,0,8,145,1,-1,0,3,0
38,4,1,2,0,0,0,1,77,18,-1,0,3,0
53,1,1,1,136,1,0,8,99,1,-1,0,3,0
40,9,1,2,103,1,0,8,135,2,-1,0,3,0
31,0,1,1,23,0,0,1,322,7,-1,0,3,0
53,9,1,3,2242,0,0,5,154,14,-1,0,3,0
46,1,1,1,137,0,0,6,252,3,-1,0,3,0
49,0,1,1,1047,0,0,1,133,4,-1,0,3,0
34,9,2,1,5731,1,0,5,101,3,-1,0,3,0
63,2,1,2,2707,0,0,9,57,4,-1,0,3,0
41,9,1,1,-329,0,0,3,13,8,238,9,1,0
55,1,1,0,158,1,0,8,176,18,-1,0,3,0
29,2,2,2,219,1,0,8,76,2,356,1,0,0
47,1,1,1,2775,0,0,8,262,1,-1,0,3,0
37,1,1,0,461,1,0,8,272,2,-1,0,3,0
38,9,2,1,145,1,0,8,109,2,-1,0,3,0
29,9,2,1,309,1,0,8,214,1,-1,0,3,0
41,4,1,0,733,1,0,8,69,1,335,7,0,0
53,9,1,1,8417,1,0,8,435,1,-1,0,3,0
40,5,2,1,1400,0,0,6,20,7,-1,0,3,0
56,7,0,1,72,1,1,8,263,1,357,4,0,0
34,4,2,2,0,1,0,8,759,1,-1,0,3,0
28,4,2,2,9710,0,0,10,786,2,-1,0,3,0
41,6,1,3,1377,1,0,8,111,4,371,2,1,0
32,10,1,3,881,0,0,3,79,5,-1,0,3,0
51,1,1,1,0,1,0,8,173,2,-1,0,3,0
33,1,1,1,285,0,1,5,267,1,-1,0,3,0
34,1,2,1,550,1,0,0,90,3,346,1,0,0
26,10,1,1,285,1,0,8,265,2,342,2,0,0
31,9,1,1,-360,1,0,8,93,2,-1,0,3,0
39,2,1,1,0,0,0,9,108,7,-1,0,3,0
50,4,1,2,72,0,0,1,171,13,-1,0,3,0
33,7,1,1,930,0,1,5,149,2,-1,0,3,0
44,9,1,2,717,0,0,6,150,2,-1,0,3,0
38,1,1,1,67,0,0,4,74,1,239,2,0,0
33,1,1,1,6227,1,0,8,76,2,-1,0,3,0
32,1,2,1,5252,1,0,8,1162,2,-1,0,3,0
33,4,2,2,561,0,0,0,104,1,-1,0,3,0
55,9,1,3,1393,1,1,9,55,5,-1,0,3,0
27,1,1,1,-330,1,1,8,88,1,353,2,0,0
39,4,0,2,3261,1,0,6,150,17,-1,0,3,0
21,7,2,1,361,0,0,6,329,1,95,1,1,0
57,1,1,3,807,1,0,8,211,2,-1,0,3,0
29,6,1,2,2305,0,0,8,82,2,-1,0,3,0
45,0,2,1,-11,1,0,8,247,1,-1,0,3,0
46,4,2,2,2223,0,0,6,67,3,-1,0,3,0
47,0,1,1,29,0,1,1,150,8,-1,0,3,0
44,1,2,0,1308,0,1,6,161,1,-1,0,3,0
